income,debt_ratio,payment_history,loan_count,loan_amount,age,credit_utilization,credit_score
59934.283060224654,0.23873026417379783,0.9,4,5908.787181474603,40.89966134193642,0.4759194597182025,579
47234.713976576306,0.5366935287842728,0.9,4,5450.972250981998,53.002690856065186,0.5934988950481117,554
62953.77076201385,0.16882476789617254,0.7,3,3182.4025000307165,35.668003181111246,0.30067852566186754,591
80460.5971281605,0.421936365707615,0.7,3,8828.299649087267,50.54843369211978,0.487066489714754,515
45316.93250553328,0.32649520209421795,0.9,5,930.1351332684435,43.38406302491582,0.5417084718882504,636
45317.26086101639,0.5665498107719812,0.6,1,7976.261925778553,43.588038430433784,0.04222974798622127,451
81584.25631014783,0.0714647231169887,1.0,2,5546.589824706704,26.94340789691221,0.5704286041222346,668
65348.694583058175,0.061517378481216155,1.0,2,715.7795525515177,59.770761627725776,0.38108779376328406,711
40610.51228130096,0.2076698374564722,0.9,4,1545.7371807220065,35.624998656824864,0.34936060773564787,666
60851.200871719295,0.27820649078075316,0.9,1,13332.223688850807,37.03543171929119,0.17626497787504775,585
40731.64614375075,0.38762730112288585,1.0,2,5043.583438720869,35.19706155454776,0.12435997373101337,655
40685.404928594864,0.13732166561977882,0.8,1,2655.971253395632,47.3998571811231,0.7660162803382277,484
54839.24543132068,0.04255493968319861,0.8,3,4142.158171796413,54.58616199978704,0.24610249685143382,596
11734.395106844044,0.7027228461514909,0.8,2,3018.4190839184052,41.596238769379,0.08925962191233983,453
15501.643349739345,0.20317663544645967,0.7,1,4274.110559917617,31.162298395791822,0.42159797450376724,482
38754.249415180544,0.46368862189199295,0.7,4,7602.040074910825,51.98380067625748,0.2167779658577409,564
29743.377593311525,0.12020468764069948,0.9,4,18230.31357468062,22.383149329748314,0.30035642886766484,626
56284.94665190548,0.22828599728377968,0.8,1,1123.3687465819332,28.043009619538736,0.3169519984767153,580
31839.51848957578,0.08954028761679939,0.8,0,9556.644775998126,21.121308903214867,0.2562304268178328,525
21753.925973294172,0.6489173234820785,0.6,1,2056.414052646546,31.330191431766018,0.32194123236787836,449
79312.97537843109,0.18626639539481818,0.9,2,872.7523090951912,45.04109236583696,0.11451970024227949,682
45484.47399026929,0.06984079086096595,1.0,2,11039.574267336462,32.76916356387601,0.4005631756270527,651
51350.564093758476,0.5452485679678547,0.8,3,1493.8320678727612,35.58882693086877,0.1588242591990833,552
21505.036275730865,0.20766620943513778,0.7,3,8086.878753327182,38.64337990970338,0.16576837166919425,546
39112.34550949634,0.5846635252330284,0.9,4,8768.764516384721,32.71468740755536,0.18889705822449557,513
52218.451794197324,0.3427464554989851,0.8,3,20814.235426920426,23.832978799610096,0.158941971932099,575
26980.128451553945,0.28745988068587547,1.0,2,10253.433350310117,18.460377623841428,0.48042829970214795,550
57513.96036691344,0.42033422198834225,0.6,2,10974.496758483452,48.06453506825694,0.4565808447282946,469
37987.2262016239,0.15739539363225663,0.9,3,9697.854294337078,28.649122769795547,0.20090305706079248,693
44166.12500413446,0.1947627208764054,1.0,3,3735.579584786486,28.145375882489688,0.29213258787917273,602
37965.867755412066,0.3006972383626088,1.0,7,11560.78802437741,20.057209369038667,0.330319617273782,628
87045.56369017877,0.41727790375865326,0.8,2,2292.534618288469,33.62618273674705,0.39691091830950215,618
49730.05550524132,0.27909865689419444,1.0,2,1597.8738076693583,40.42571065883824,0.2483623470428863,623
28845.781420881995,0.044377672256745285,0.7,4,5403.522176052594,31.35734383126371,0.2593625111960702,628
66450.89824206378,0.3086928661865369,0.6,2,10293.138341429785,38.509314541941244,0.2830451276135321,579
25583.127000579556,0.21988137682584608,0.9,5,2512.231739727775,18.0,0.32601739832227355,565
54177.27190009511,0.2779642391875149,0.8,3,2008.8698367929353,36.70524358365024,0.13616171646097724,581
10806.597522404489,0.24802811702810665,1.0,4,709.213164405652,30.909460435024315,0.39258242174624236,663
23436.27902203139,0.2439313657508924,0.8,2,1309.8104116174782,20.599276863650623,0.09656553546455449,585
53937.22471738247,0.28669068665997793,0.9,4,1485.6879229219494,18.81590309880666,0.2625987718314479,605
64769.33159990821,0.45677590314148764,0.9,2,10156.532218528986,26.405375965142845,0.47039445012046555,556
53427.36562379941,0.11575628162141428,0.8,3,1988.779137682799,22.855056090451846,0.45256933054838067,642
47687.03435223519,0.21332273652689307,0.9,3,4823.691595161738,38.472266492936484,0.1867411885169642,646
